Variable,Estimate,Std..Error,t.value,Pr...t..,Significance,From,To
VirginiatoIdaho,1.243287539,0.212014319,5.864167773,4.52E-09,*,Virginia,Idaho
VirginiatoIllinois,0.326080005,0.114124028,2.857242341,0.004273756,*,Virginia,Illinois
VirginiatoIndiana,0.137778986,0.120230407,1.14595791,0.251813693,,Virginia,Indiana
VirginiatoIowa,0.372958377,0.215319772,1.732113929,0.083254545,,Virginia,Iowa
VirginiatoKansas,0.962213302,0.16708411,5.758855842,8.48E-09,*,Virginia,Kansas
VirginiatoKentucky,-0.115990637,0.106849228,-1.085554282,0.277677309,,Virginia,Kentucky
VirginiatoLouisiana,0.417949374,0.15520116,2.692952635,0.007082717,*,Virginia,Louisiana
VirginiatoMaine,-0.038332484,0.188900483,-0.202924222,0.839194431,,Virginia,Maine
VirginiatoMaryland,-0.913756737,0.069476043,-13.15211256,1.71E-39,*,Virginia,Maryland
VirginiatoMassachusetts,-0.211718971,0.133094098,-1.590746505,0.111667933,,Virginia,Massachusetts
VirginiatoMichigan,-0.159363607,0.099327043,-1.604433221,0.108619889,,Virginia,Michigan
VirginiatoMinnesota,-0.110331185,0.160822935,-0.686041362,0.492687678,,Virginia,Minnesota
VirginiatoMississippi,0.272273401,0.177953824,1.530022764,0.126012392,,Virginia,Mississippi
VirginiatoMissouri,0.698462199,0.13154603,5.30964105,1.10E-07,*,Virginia,Missouri
VirginiatoMontana,0.982836829,0.245920233,3.996567576,6.43E-05,*,Virginia,Montana
VirginiatoNebraska,0.872837258,0.222883565,3.91611314,9.00E-05,*,Virginia,Nebraska
VirginiatoNevada,1.17242667,0.235984117,4.968243977,6.76E-07,*,Virginia,Nevada
VirginiatoNew Hampshire,-0.152973093,0.208417303,-0.733975014,0.462964672,,Virginia,New Hampshire
VirginiatoNew Jersey,-0.752243474,0.113435096,-6.631487952,3.33E-11,*,Virginia,New Jersey
VirginiatoNew Mexico,0.857686643,0.18911758,4.535203143,5.76E-06,*,Virginia,New Mexico
VirginiatoNew York,-0.552083304,0.075134653,-7.347918468,2.02E-13,*,Virginia,New York
VirginiatoNorth Carolina,-0.626177057,0.043527332,-14.38583605,6.64E-47,*,Virginia,North Carolina
VirginiatoNorth Dakota,0.453615905,0.294568051,1.539935861,0.123577287,,Virginia,North Dakota
VirginiatoOhio,-0.308671179,0.088662041,-3.481435524,0.000498821,*,Virginia,Ohio
VirginiatoOklahoma,0.56509199,0.156600335,3.60849797,0.000308037,*,Virginia,Oklahoma
VirginiatoOregon,1.029237227,0.145933341,7.052790145,1.76E-12,*,Virginia,Oregon
VirginiatoPennsylvania,-0.753802091,0.067579166,-11.1543563,6.93E-29,*,Virginia,Pennsylvania
VirginiatoRhode Island,0.193598088,0.235682049,0.821437562,0.411397879,,Virginia,Rhode Island
VirginiatoSouth Carolina,-0.199236172,0.079653512,-2.501285454,0.01237499,*,Virginia,South Carolina
VirginiatoSouth Dakota,0.951225636,0.39249159,2.423556735,0.015370075,*,Virginia,South Dakota
VirginiatoTennessee,-0.076163033,0.078130169,-0.974822324,0.329649369,,Virginia,Tennessee
VirginiatoTexas,0.825299419,0.071140996,11.60089769,4.16E-31,*,Virginia,Texas
VirginiatoUtah,0.473438766,0.140675815,3.365459559,0.000764281,*,Virginia,Utah
VirginiatoVermont,-0.086029053,0.235680936,-0.365023386,0.715094266,,Virginia,Vermont
VirginiatoVirginia,-0.370401159,0.021606728,-17.14286208,7.77E-66,*,Virginia,Virginia
VirginiatoWashington,1.269140573,0.114649522,11.06974156,1.79E-28,*,Virginia,Washington
VirginiatoWest Virginia,-0.514481658,0.092980494,-5.533221361,3.15E-08,*,Virginia,West Virginia
VirginiatoWisconsin,-0.432401826,0.130722909,-3.307773884,0.000940543,*,Virginia,Wisconsin
VirginiatoWyoming,0.639143197,0.263601646,2.42465556,0.015323639,*,Virginia,Wyoming
WashingtontoAlabama,0.978715105,0.194214072,5.039362462,4.67E-07,*,Washington,Alabama
WashingtontoArizona,1.018308581,0.103538197,9.835100556,8.03E-23,*,Washington,Arizona
WashingtontoArkansas,1.219812572,0.182311099,6.690830027,2.22E-11,*,Washington,Arkansas
WashingtontoCalifornia,0.156890107,0.068205608,2.300252303,0.021434771,*,Washington,California
WashingtontoColorado,0.474027419,0.118080953,4.014427452,5.96E-05,*,Washington,Colorado
WashingtontoConnecticut,0.870703085,0.294714522,2.954394911,0.003133128,*,Washington,Connecticut
WashingtontoDelaware,-0.414591076,0.588537294,-0.704443168,0.481157504,,Washington,Delaware
WashingtontoDistrict of Columbia,0.987964982,0.416363324,2.372843439,0.017652515,*,Washington,District of Columbia
WashingtontoFlorida,1.108764208,0.10719764,10.34317742,4.55E-25,*,Washington,Florida
WashingtontoGeorgia,1.423801545,0.131128405,10.85807109,1.85E-27,*,Washington,Georgia
WashingtontoIdaho,0.019007569,0.077342137,0.245759553,0.805868576,,Washington,Idaho
WashingtontoIllinois,0.700462076,0.12950729,5.408669079,6.36E-08,*,Washington,Illinois
WashingtontoIndiana,1.009529082,0.161038212,6.268879096,3.64E-10,*,Washington,Indiana
WashingtontoIowa,0.668900427,0.155378583,4.304971868,1.67E-05,*,Washington,Iowa
WashingtontoKansas,0.852414447,0.165555514,5.1488134,2.62E-07,*,Washington,Kansas
WashingtontoKentucky,1.333065599,0.240791434,5.536183654,3.09E-08,*,Washington,Kentucky
WashingtontoLouisiana,0.694250013,0.199608906,3.478051295,0.000505161,*,Washington,Louisiana
WashingtontoMaine,1.163536413,0.227170271,5.121869185,3.03E-07,*,Washington,Maine
WashingtontoMaryland,1.130975996,0.215580776,5.246182043,1.55E-07,*,Washington,Maryland
WashingtontoMassachusetts,1.138816396,0.202631927,5.620123205,1.91E-08,*,Washington,Massachusetts
WashingtontoMichigan,0.719695711,0.137871549,5.220045142,1.79E-07,*,Washington,Michigan
WashingtontoMinnesota,0.326367823,0.114410628,2.852600582,0.004336673,*,Washington,Minnesota
WashingtontoMississippi,0.870331078,0.27784683,3.132413201,0.001733962,*,Washington,Mississippi
WashingtontoMissouri,0.735781457,0.146893606,5.008941355,5.48E-07,*,Washington,Missouri
WashingtontoMontana,0.148238997,0.097656137,1.517969092,0.129023488,,Washington,Montana
WashingtontoNebraska,0.551048201,0.226999336,2.42753221,0.015202656,*,Washington,Nebraska
WashingtontoNevada,0.44282444,0.16866107,2.625528469,0.008651998,*,Washington,Nevada
WashingtontoNew Hampshire,0.384672695,0.3043335,1.263984065,0.206236955,,Washington,New Hampshire
WashingtontoNew Jersey,0.953728475,0.263731463,3.616286291,0.00029892,*,Washington,New Jersey
WashingtontoNew Mexico,0.724307434,0.170515775,4.247744423,2.16E-05,*,Washington,New Mexico
WashingtontoNew York,0.797671328,0.12966281,6.151889875,7.67E-10,*,Washington,New York
WashingtontoNorth Carolina,1.398030941,0.126694501,11.03466154,2.64E-28,*,Washington,North Carolina
WashingtontoNorth Dakota,0.475133592,0.180116946,2.637917206,0.008342224,*,Washington,North Dakota
WashingtontoOhio,0.620294368,0.136116337,4.557089769,5.19E-06,*,Washington,Ohio
WashingtontoOklahoma,0.72202764,0.143616548,5.027468282,4.97E-07,*,Washington,Oklahoma
WashingtontoOregon,-0.269446975,0.06454875,-4.174317486,2.99E-05,*,Washington,Oregon
WashingtontoPennsylvania,1.068547523,0.137047131,7.796934624,6.37E-15,*,Washington,Pennsylvania
WashingtontoRhode Island,1.379891128,0.372503982,3.704366117,0.000211967,*,Washington,Rhode Island
WashingtontoSouth Carolina,0.998616413,0.145913034,6.843915094,7.72E-12,*,Washington,South Carolina
WashingtontoSouth Dakota,0.605713373,0.245852972,2.463721983,0.013750957,*,Washington,South Dakota
WashingtontoTennessee,1.381848084,0.161045922,8.580459961,9.50E-18,*,Washington,Tennessee
WashingtontoTexas,1.050323701,0.08590098,12.22714456,2.28E-34,*,Washington,Texas
WashingtontoUtah,0.474141212,0.130708373,3.627473908,0.000286266,*,Washington,Utah
WashingtontoVermont,0.273294269,0.270538083,1.010187795,0.312406328,,Washington,Vermont
WashingtontoVirginia,1.487472821,0.115157454,12.91686097,3.72E-38,*,Washington,Virginia
WashingtontoWashington,0.459217532,0.042234545,10.87303123,1.57E-27,*,Washington,Washington
WashingtontoWest Virginia,0.996999874,0.326795828,3.05083416,0.002282311,*,Washington,West Virginia
WashingtontoWisconsin,0.227503618,0.125170237,1.817553619,0.069133613,,Washington,Wisconsin
WashingtontoWyoming,0.323304409,0.180027346,1.795862774,0.072517582,,Washington,Wyoming
West VirginiatoAlabama,0.112637355,0.285677843,0.394281033,0.69337391,,West Virginia,Alabama
West VirginiatoArizona,1.067875938,0.304279044,3.509528379,0.000448983,*,West Virginia,Arizona
West VirginiatoArkansas,-0.466081093,0.339944312,-1.371051306,0.170360225,,West Virginia,Arkansas
West VirginiatoCalifornia,0.554215994,0.205612136,2.695443973,0.007029972,*,West Virginia,California
West VirginiatoColorado,0.767857094,0.314852725,2.438781795,0.014737572,*,West Virginia,Colorado
West VirginiatoConnecticut,0.095623423,0.480506143,0.19900562,0.842258515,,West Virginia,Connecticut
West VirginiatoDelaware,-0.953620143,0.372280074,-2.561566437,0.010420727,*,West Virginia,Delaware
West VirginiatoDistrict of Columbia,-1.502015434,0.392389027,-3.827873185,0.000129288,*,West Virginia,District of Columbia
West VirginiatoFlorida,0.10479883,0.112102561,0.934847778,0.349867679,,West Virginia,Florida
West VirginiatoGeorgia,-0.795505383,0.184208673,-4.318501231,1.57E-05,*,West Virginia,Georgia
West VirginiatoIdaho,1.897799851,0.679489248,2.792979957,0.0052229,*,West Virginia,Idaho
West VirginiatoIllinois,-0.185904636,0.245713992,-0.756589539,0.449296542,,West Virginia,Illinois
West VirginiatoIndiana,-0.229411906,0.339879369,-0.674980382,0.49968887,,West Virginia,Indiana
West VirginiatoIowa,0.998999618,0.444908958,2.245402348,0.024743207,*,West Virginia,Iowa
West VirginiatoKansas,-0.030158632,0.526364771,-0.057296069,0.954309399,,West Virginia,Kansas
West VirginiatoKentucky,-0.328611869,0.126026098,-2.607490623,0.009121413,*,West Virginia,Kentucky
West VirginiatoLouisiana,0.441708574,0.326637759,1.352288771,0.17628421,,West Virginia,Louisiana
West VirginiatoMaine,-0.500331064,0.588431672,-0.850278949,0.395170853,,West Virginia,Maine
West VirginiatoMaryland,-0.687575396,0.1219963,-5.636034821,1.74E-08,*,West Virginia,Maryland
West VirginiatoMassachusetts,-0.776302795,0.372326582,-2.085005026,0.037069882,*,West Virginia,Massachusetts
West VirginiatoMichigan,-0.550687538,0.222718293,-2.472574344,0.013415058,*,West Virginia,Michigan
West VirginiatoMinnesota,0.403969759,0.526367938,0.7674665,0.442804947,,West Virginia,Minnesota
West VirginiatoMississippi,0.266713965,0.257122528,1.037302983,0.299595705,,West Virginia,Mississippi
West VirginiatoMissouri,-0.003082045,0.294481189,-0.010466018,0.991649487,,West Virginia,Missouri
West VirginiatoMontana,0.338541711,0.392541286,0.862435935,0.388448522,,West Virginia,Montana
West VirginiatoNebraska,0.268140847,0.35505119,0.755217428,0.450119263,,West Virginia,Nebraska
West VirginiatoNevada,-0.236842072,0.588522047,-0.402435343,0.687364017,,West Virginia,Nevada
West VirginiatoNew Hampshire,0.336091533,0.480509748,0.699447897,0.484272831,,West Virginia,New Hampshire
West VirginiatoNew Jersey,-0.372685265,0.277627262,-1.342394337,0.17946942,,West Virginia,New Jersey
West VirginiatoNew Mexico,0.97885407,0.588488011,1.663337318,0.096246218,,West Virginia,New Mexico
West VirginiatoNew York,-0.490177003,0.215218598,-2.277577344,0.022752634,*,West Virginia,New York
West VirginiatoNorth Carolina,-0.484359476,0.101303011,-4.781293981,1.74E-06,*,West Virginia,North Carolina
West VirginiatoNorth Dakota,1.254428595,1.176618088,1.06613064,0.286365647,,West Virginia,North Dakota
West VirginiatoOhio,-0.898797639,0.081025165,-11.09282083,1.38E-28,*,West Virginia,Ohio
West VirginiatoOklahoma,0.122894499,0.416234494,0.29525304,0.767800839,,West Virginia,Oklahoma
West VirginiatoOregon,1.007142495,0.52646403,1.913031921,0.055745136,,West Virginia,Oregon
West VirginiatoPennsylvania,-0.95878606,0.098179291,-9.765664951,1.60E-22,*,West Virginia,Pennsylvania
West VirginiatoRhode Island,0.168108655,1.176606147,0.142875894,0.886388315,,West Virginia,Rhode Island
West VirginiatoSouth Carolina,-0.331999535,0.14222369,-2.334347637,0.019578334,*,West Virginia,South Carolina
West VirginiatoSouth Dakota,1.930093259,0.679460187,2.840627451,0.004502861,*,West Virginia,South Dakota
West VirginiatoTennessee,-0.442601552,0.173947578,-2.544453668,0.010945494,*,West Virginia,Tennessee
West VirginiatoTexas,0.383094695,0.172330457,2.223023724,0.026215114,*,West Virginia,Texas
West VirginiatoUtah,0.702738073,0.35513916,1.978768191,0.047843235,*,West Virginia,Utah
West VirginiatoVermont,-0.848806916,0.588414021,-1.442533465,0.149153223,,West Virginia,Vermont
West VirginiatoVirginia,-0.662500114,0.086700139,-7.641280875,2.16E-14,*,West Virginia,Virginia
West VirginiatoWashington,1.059894567,0.445037721,2.381583668,0.017239137,*,West Virginia,Washington
West VirginiatoWest Virginia,-0.305812332,0.039196694,-7.80199303,6.12E-15,*,West Virginia,West Virginia
West VirginiatoWisconsin,-0.073484752,0.270278604,-0.271885199,0.785710522,,West Virginia,Wisconsin
West VirginiatoWyoming,0.641379703,0.372420251,1.72219341,0.085035757,,West Virginia,Wyoming
WisconsintoAlabama,-0.146882301,0.172190923,-0.853020001,0.393649051,,Wisconsin,Alabama
WisconsintoArizona,0.941028919,0.129438511,7.270084562,3.60E-13,*,Wisconsin,Arizona
WisconsintoArkansas,0.519002564,0.24570371,2.112310654,0.034660827,*,Wisconsin,Arkansas
WisconsintoCalifornia,0.502162905,0.102384682,4.904668297,9.36E-07,*,Wisconsin,California
WisconsintoColorado,0.425011249,0.122924323,3.457503284,0.000545299,*,Wisconsin,Colorado
WisconsintoConnecticut,-0.407372211,0.294531244,-1.383120533,0.166629178,,Wisconsin,Connecticut
WisconsintoDelaware,0.039210111,0.832063115,0.047123962,0.962414468,,Wisconsin,Delaware
WisconsintoDistrict of Columbia,-0.172663413,0.444933781,-0.388065416,0.697967963,,Wisconsin,District of Columbia
WisconsintoFlorida,0.552755101,0.082064387,6.735626979,1.64E-11,*,Wisconsin,Florida
WisconsintoGeorgia,0.199434727,0.137503844,1.450393828,0.146950014,,Wisconsin,Georgia
WisconsintoIdaho,1.162952024,0.392504236,2.962903118,0.003047819,*,Wisconsin,Idaho
WisconsintoIllinois,-0.870132525,0.077934626,-11.16490274,6.15E-29,*,Wisconsin,Illinois
WisconsintoIndiana,-0.558118906,0.120747598,-4.622194673,3.80E-06,*,Wisconsin,Indiana
WisconsintoIowa,-0.570704561,0.089050322,-6.408787183,1.47E-10,*,Wisconsin,Iowa
WisconsintoKansas,0.090537752,0.231138618,0.391703267,0.695277818,,Wisconsin,Kansas
WisconsintoKentucky,0.141458198,0.172116829,0.821873134,0.411149909,,Wisconsin,Kentucky
WisconsintoLouisiana,0.329337596,0.263477677,1.249963942,0.21131392,,Wisconsin,Louisiana
WisconsintoMaine,0.446044937,0.339980028,1.311973941,0.189530163,,Wisconsin,Maine
WisconsintoMaryland,0.199386403,0.240611973,0.828663678,0.407295556,,Wisconsin,Maryland
WisconsintoMassachusetts,0.173311197,0.251312389,0.689624565,0.490430972,,Wisconsin,Massachusetts
WisconsintoMichigan,-0.683086819,0.083502294,-8.180455738,2.84E-16,*,Wisconsin,Michigan
WisconsintoMinnesota,-0.54531877,0.055439922,-9.836210937,7.94E-23,*,Wisconsin,Minnesota
WisconsintoMississippi,0.230331424,0.222787926,1.033859546,0.301202855,,Wisconsin,Mississippi
WisconsintoMissouri,-0.208734599,0.13300885,-1.569328652,0.116572677,,Wisconsin,Missouri
WisconsintoMontana,0.797806928,0.226967508,3.515071091,0.000439716,*,Wisconsin,Montana
WisconsintoNebraska,-0.374754821,0.191341422,-1.958566091,0.050164763,,Wisconsin,Nebraska
WisconsintoNevada,0.492745255,0.263622504,1.869131992,0.061605651,,Wisconsin,Nevada
WisconsintoNew Hampshire,0.666736638,0.392468636,1.698827821,0.089352906,,Wisconsin,New Hampshire
WisconsintoNew Jersey,-0.25118548,0.263513751,-0.953215833,0.340481671,,Wisconsin,New Jersey
WisconsintoNew Mexico,0.64940648,0.314817683,2.062801793,0.03913252,*,Wisconsin,New Mexico
WisconsintoNew York,-0.337000975,0.15933777,-2.115009986,0.034430108,*,Wisconsin,New York
WisconsintoNorth Carolina,0.522053797,0.14340061,3.640527035,0.000272137,*,Wisconsin,North Carolina
WisconsintoNorth Dakota,-0.083605393,0.182056253,-0.459228352,0.646070602,,Wisconsin,North Dakota
WisconsintoOhio,-0.495196788,0.131401182,-3.768587014,0.000164213,*,Wisconsin,Ohio
WisconsintoOklahoma,-0.279041415,0.205297136,-1.359207538,0.174082091,,Wisconsin,Oklahoma
WisconsintoOregon,0.478896677,0.23137135,2.069818396,0.038470405,*,Wisconsin,Oregon
WisconsintoPennsylvania,-0.10893568,0.160756643,-0.677643415,0.497998455,,Wisconsin,Pennsylvania
WisconsintoRhode Island,0.783361779,0.444947632,1.760570733,0.07831234,,Wisconsin,Rhode Island
WisconsintoSouth Carolina,0.359706332,0.184314963,1.951585082,0.050988629,,Wisconsin,South Carolina
WisconsintoSouth Dakota,0.300678418,0.199341621,1.508357444,0.131464365,,Wisconsin,South Dakota
WisconsintoTennessee,-0.302320306,0.156423711,-1.932701278,0.053274165,,Wisconsin,Tennessee
WisconsintoTexas,0.47688391,0.111712739,4.268840896,1.97E-05,*,Wisconsin,Texas
WisconsintoUtah,0.37756295,0.205434406,1.837875927,0.066081906,,Wisconsin,Utah
WisconsintoVermont,0.17028698,0.416229751,0.409117753,0.682453608,,Wisconsin,Vermont
WisconsintoVirginia,0.208964341,0.16537746,1.263559981,0.206389214,,Wisconsin,Virginia
WisconsintoWashington,0.903364605,0.16102388,5.610128184,2.02E-08,*,Wisconsin,Washington
WisconsintoWest Virginia,0.491509513,0.392418087,1.252514931,0.210383493,,Wisconsin,West Virginia
WisconsintoWisconsin,-0.364003015,0.026143061,-13.92350412,4.74E-44,*,Wisconsin,Wisconsin
WisconsintoWyoming,0.003612996,0.326657708,0.011060496,0.99117519,,Wisconsin,Wyoming
WyomingtoAlabama,0.956402646,0.526397536,1.816882831,0.069236284,,Wyoming,Alabama
WyomingtoArizona,-0.061250086,0.18896105,-0.324141328,0.745831318,,Wyoming,Arizona
WyomingtoArkansas,1.461628356,0.526372722,2.776793503,0.005490223,*,Wyoming,Arkansas
WyomingtoCalifornia,0.340036197,0.172305075,1.973454326,0.048444951,*,Wyoming,California
WyomingtoColorado,-0.113104693,0.141184179,-0.801114501,0.423066143,,Wyoming,Colorado
WyomingtoConnecticut,1.611943602,0.832112282,1.937170785,0.052725624,,Wyoming,Connecticut
WyomingtoDistrict of Columbia,0.799472019,1.176650796,0.679447141,0.496855235,,Wyoming,District of Columbia
WyomingtoFlorida,0.777409933,0.227049456,3.42396739,0.000617242,*,Wyoming,Florida
WyomingtoGeorgia,2.289463709,0.340030706,6.733108708,1.66E-11,*,Wyoming,Georgia
WyomingtoIdaho,0.626217181,0.186466986,3.358327353,0.000784277,*,Wyoming,Idaho
WyomingtoIllinois,0.827260133,0.372369205,2.22161264,0.02631041,*,Wyoming,Illinois
WyomingtoIndiana,1.282125868,0.480567711,2.667940103,0.007632291,*,Wyoming,Indiana
WyomingtoIowa,0.228880429,0.263478185,0.868688348,0.385018472,,Wyoming,Iowa
WyomingtoKansas,0.163578343,0.24570817,0.665742385,0.505576407,,Wyoming,Kansas
WyomingtoKentucky,1.481006261,1.176639566,1.258674537,0.208149118,,Wyoming,Kentucky
WyomingtoLouisiana,0.717015289,0.526388059,1.362142011,0.173154331,,Wyoming,Louisiana
WyomingtoMaine,2.1531328,1.176649779,1.829884167,0.067268482,,Wyoming,Maine
WyomingtoMaryland,1.439139422,1.176639036,1.223093386,0.221295609,,Wyoming,Maryland
WyomingtoMassachusetts,0.26473674,0.52646837,0.502854027,0.61506736,,Wyoming,Massachusetts
WyomingtoMichigan,0.977511474,0.226990613,4.306396029,1.66E-05,*,Wyoming,Michigan
WyomingtoMinnesota,0.387732414,0.22282853,1.740048339,0.081851793,,Wyoming,Minnesota
WyomingtoMississippi,1.649303365,0.480569713,3.43197526,0.000599302,*,Wyoming,Mississippi
